-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,53,-1,-1,16,16,16,16,16,16,-1,-1,-1,-1
-1,-1,-1,53,-1,-1,24,24,16,16,16,16,-1,-1,-1,-1
-1,-1,-1,-1,16,-1,-1,-1,17,-1,24,16,-1,-1,-1,-1
-1,-1,-1,53,-1,-1,-1,-1,-1,1,-1,16,-1,-1,-1,-1
-1,-1,-1,53,-1,-1,-1,9,9,9,-1,16,-1,-1,-1,-1
-1,-1,-1,-1,16,9,4,-1,16,16,-1,-1,55,-1,-1,-1
-1,-1,-1,-1,16,16,12,-1,4,16,16,16,-1,-1,-1,-1
-1,-1,-1,-1,16,16,16,12,16,16,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,16,16,16,16,16,16,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
