-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,16,16,16,16,16,16,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,16,16,24,24,-1,-1,55,-1
-1,-1,-1,-1,-1,-1,-1,16,16,-1,-1,-1,1,1,55,-1
-1,-1,-1,-1,-1,-1,-1,16,16,-1,-1,19,9,9,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,27,16,16,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,-1,-1,18,27,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,27,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,53,-1,-1,-1,-1,27,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,53,-1,-1,2,-1,27,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,19,19,19,19,27,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
